entryId,cefrLevel,unitNumber,expression,partOfSpeech,koreanMeaning,source
EN-B2-00930,B2,47,flash,noun,섬광; 순간,CEFRJ_1_5
EN-B2-00931,B2,47,flash,verb,번쩍이다; 스치듯 지나가다,CEFRJ_1_5
EN-B2-00932,B2,47,flat,adverb,완전히; 딱,CEFRJ_1_5
EN-B2-00933,B2,47,flaw,noun,결함; 약점,CEFRJ_1_5
EN-B2-00934,B2,47,flawless,adjective,결점 없는,CEFRJ_1_5
EN-B2-00935,B2,47,flax,noun,아마,CEFRJ_1_5
EN-B2-00936,B2,47,flee,verb,달아나다,CEFRJ_1_5
EN-B2-00937,B2,47,fleet,noun,함대; 선단,CEFRJ_1_5
EN-B2-00938,B2,47,flesh,noun,살; 육체,CEFRJ_1_5
EN-B2-00939,B2,47,flexibility,noun,유연성,CEFRJ_1_5
EN-B2-00940,B2,47,flexible,adjective,유연한,CEFRJ_1_5
EN-B2-00941,B2,48,flexibly,adverb,유연하게,CEFRJ_1_5
EN-B2-00942,B2,48,flip,verb,휙 뒤집다; 툭 치다,CEFRJ_1_5
EN-B2-00943,B2,48,fluency,noun,유창성,CEFRJ_1_5
EN-B2-00944,B2,48,fluid,adjective,유동적인; 부드러운,CEFRJ_1_5
EN-B2-00945,B2,48,flutter,noun,펄럭임; 동요,CEFRJ_1_5
EN-B2-00946,B2,48,focus,noun,초점; 집중,CEFRJ_1_5
EN-B2-00947,B2,48,follower,noun,추종자,CEFRJ_1_5
EN-B2-00948,B2,48,following,preposition,~후에,CEFRJ_1_5
EN-B2-00949,B2,48,folly,noun,어리석음,CEFRJ_1_5
EN-B2-00950,B2,48,fondly,adverb,다정하게,CEFRJ_1_5
EN-B2-00951,B2,48,foolishly,adverb,어리석게,CEFRJ_1_5
EN-B2-00952,B2,48,footnote,noun,각주,CEFRJ_1_5
EN-B2-00953,B2,48,force,verb,강요하다,CEFRJ_1_5
EN-B2-00954,B2,48,forcefully,adverb,강력하게,CEFRJ_1_5
EN-B2-00955,B2,48,foreman,noun,현장 감독,CEFRJ_1_5
EN-B2-00956,B2,48,foresee,verb,예견하다,CEFRJ_1_5
EN-B2-00957,B2,48,forestry,noun,임업,CEFRJ_1_5
EN-B2-00958,B2,48,formation,noun,형성; 대형,CEFRJ_1_5
EN-B2-00959,B2,48,formerly,adverb,이전에는,CEFRJ_1_5
EN-B2-00960,B2,48,formidable,adjective,가공할; 어마어마한,CEFRJ_1_5
EN-B2-00961,B2,49,forthcoming,adjective,다가오는; 곧 있을,CEFRJ_1_5
EN-B2-00962,B2,49,foul,adjective,불쾌한; 악취 나는,CEFRJ_1_5
EN-B2-00963,B2,49,found,verb,설립하다,CEFRJ_1_5
EN-B2-00964,B2,49,fox,noun,여우,CEFRJ_1_5
EN-B2-00965,B2,49,fragrance,noun,향기,CEFRJ_1_5
EN-B2-00966,B2,49,frame,verb,틀을 잡다; 누명을 씌우다,CEFRJ_1_5
EN-B2-00967,B2,49,frankly,adverb,솔직히,CEFRJ_1_5
EN-B2-00968,B2,49,frantically,adverb,정신없이; 당황하여,CEFRJ_1_5
EN-B2-00969,B2,49,fraud,noun,사기,CEFRJ_1_5
EN-B2-00970,B2,49,freak,verb,흥분하다; 겁먹다,CEFRJ_1_5
EN-B2-00971,B2,49,free,verb,해방하다; 풀어주다,CEFRJ_1_5
EN-B2-00972,B2,49,friendly,adjective,우호적인,CEFRJ_1_5
EN-B2-00973,B2,49,frigate,noun,호위함,CEFRJ_1_5
EN-B2-00974,B2,49,frontier,noun,국경; 미개척 분야,CEFRJ_1_5
EN-B2-00975,B2,49,frugal,adjective,검소한,CEFRJ_1_5
EN-B2-00976,B2,49,fulfill/fulfil,verb,이행하다; 충족시키다,CEFRJ_1_5
EN-B2-00977,B2,49,fume,noun,연기; 증기,CEFRJ_1_5
EN-B2-00978,B2,49,functional,adjective,기능적인,CEFRJ_1_5
EN-B2-00979,B2,49,functionality,noun,기능성,CEFRJ_1_5
EN-B2-00980,B2,49,fundamental,adjective,근본적인; 기초적인,CEFRJ_1_5
EN-B2-00981,B2,50,funk,noun,펑크 음악; 펑크 스타일,CEFRJ_1_5
EN-B2-00982,B2,50,funky,adjective,펑크 스타일의; 독특한,CEFRJ_1_5
EN-B2-00983,B2,50,furious,adjective,몹시 화가 난; 격렬한,CEFRJ_1_5
EN-B2-00984,B2,50,furiously,adverb,격렬하게; 몹시,CEFRJ_1_5
EN-B2-00985,B2,50,furor/furore,noun,격렬한 분노; 대소동,CEFRJ_1_5
EN-B2-00986,B2,50,gaiety,noun,유쾌함; 즐거움,CEFRJ_1_5
EN-B2-00987,B2,50,gambling,noun,도박,CEFRJ_1_5
EN-B2-00988,B2,50,gang,noun,무리; 갱단,CEFRJ_1_5
EN-B2-00989,B2,50,gangster,noun,갱단 조직원,CEFRJ_1_5
EN-B2-00990,B2,50,gardener,noun,정원사,CEFRJ_1_5
EN-B2-00991,B2,50,gasp,noun,헐떡임; 숨을 들이킴,CEFRJ_1_5
EN-B2-00992,B2,50,gateway,noun,출입구; 관문,CEFRJ_1_5
EN-B2-00993,B2,50,gaudy,adjective,야한; 지나치게 화려한,CEFRJ_1_5
EN-B2-00994,B2,50,gaze,noun,응시; 시선,CEFRJ_1_5
EN-B2-00995,B2,50,gear,noun,장비; 기어,CEFRJ_1_5
EN-B2-00996,B2,50,generalization/generalisation,noun,일반화,CEFRJ_1_5
EN-B2-00997,B2,50,generalize/generalise,verb,일반화하다,CEFRJ_1_5
EN-B2-00998,B2,50,generosity,noun,관대함; 너그러움,CEFRJ_1_5
EN-B2-00999,B2,50,generously,adverb,관대하게; 아낌없이,CEFRJ_1_5
EN-B2-01000,B2,50,genius,noun,천재; 천재성,CEFRJ_1_5
EN-B2-01001,B2,51,genre,noun,장르; 유형,CEFRJ_1_5
EN-B2-01002,B2,51,gently,adverb,부드럽게; 조용히,CEFRJ_1_5
EN-B2-01003,B2,51,genuine,adjective,진짜의; 진실한,CEFRJ_1_5
EN-B2-01004,B2,51,genuinely,adverb,진정으로; 솔직하게,CEFRJ_1_5
EN-B2-01005,B2,51,geographic,adjective,지리적인,CEFRJ_1_5
EN-B2-01006,B2,51,germ,noun,세균; 미생물,CEFRJ_1_5
EN-B2-01007,B2,51,getaway,noun,도주; 탈출,CEFRJ_1_5
EN-B2-01008,B2,51,ghetto,noun,게토; 빈민가,CEFRJ_1_5
EN-B2-01009,B2,51,giveaway,noun,경품; 무심코 드러난 비밀,CEFRJ_1_5
EN-B2-01010,B2,51,glacis,noun,경사면; 비탈,CEFRJ_1_5
EN-B2-01011,B2,51,glamorous/glamourous,adjective,매력적인; 화려한,CEFRJ_1_5
EN-B2-01012,B2,51,glare,noun,눈부심; 노려봄,CEFRJ_1_5
EN-B2-01013,B2,51,gleam,noun,어렴풋한 빛; 반짝임,CEFRJ_1_5
EN-B2-01014,B2,51,glee,noun,환희; 기쁨,CEFRJ_1_5
EN-B2-01015,B2,51,global warming,noun,지구 온난화,CEFRJ_1_5
EN-B2-01016,B2,51,globally,adverb,전 세계적으로,CEFRJ_1_5
EN-B2-01017,B2,51,glocal,adjective,글로컬의; 세계화와 지역화를 결합한,CEFRJ_1_5
EN-B2-01018,B2,51,gloomy,adjective,어둑어둑한; 우울한,CEFRJ_1_5
EN-B2-01019,B2,51,glorify,verb,미화하다; 찬미하다,CEFRJ_1_5
EN-B2-01020,B2,51,glow,noun,불빛; 홍조,CEFRJ_1_5
EN-B2-01021,B2,52,goat,noun,염소,CEFRJ_1_5
EN-B2-01022,B2,52,god,noun,신,CEFRJ_1_5
EN-B2-01023,B2,52,godly,adjective,경건한; 신성한,CEFRJ_1_5
EN-B2-01024,B2,52,good,noun,선; 이익,CEFRJ_1_5
EN-B2-01025,B2,52,goodwill,noun,호의; 친선,CEFRJ_1_5
EN-B2-01026,B2,52,gook,noun,동양인 비하어,CEFRJ_1_5
EN-B2-01027,B2,52,gorge,noun,협곡; 골짜기,CEFRJ_1_5
EN-B2-01028,B2,52,gossip,verb,험담하다; 잡담하다,CEFRJ_1_5
EN-B2-01029,B2,52,governmental,adjective,정부의,CEFRJ_1_5
EN-B2-01030,B2,52,gracefulness,noun,우아함,CEFRJ_1_5
EN-B2-01031,B2,52,grade,verb,등급을 매기다; 분류하다,CEFRJ_1_5
EN-B2-01032,B2,52,gradual,adjective,점진적인,CEFRJ_1_5
EN-B2-01033,B2,52,grain,noun,곡물; 알갱이,CEFRJ_1_5
EN-B2-01034,B2,52,grand,adjective,웅장한; 위대한,CEFRJ_1_5
EN-B2-01035,B2,52,graphically,adverb,생생하게; 도표로,CEFRJ_1_5
EN-B2-01036,B2,52,grasp,noun,파악; 이해,CEFRJ_1_5
EN-B2-01037,B2,52,gravestone,noun,묘비,CEFRJ_1_5
EN-B2-01038,B2,52,gravitation,noun,중력; 인력,CEFRJ_1_5
EN-B2-01039,B2,52,greatness,noun,위대함,CEFRJ_1_5
EN-B2-01040,B2,52,grief,noun,비통; 슬픔,CEFRJ_1_5
EN-B2-01041,B2,53,grieve,verb,비통해하다; 슬퍼하다,CEFRJ_1_5
EN-B2-01042,B2,53,grim,adjective,엄격한; 암울한,CEFRJ_1_5
EN-B2-01043,B2,53,grin,noun,활짝 웃음,CEFRJ_1_5
EN-B2-01044,B2,53,grip,noun,꽉 잡기; 통제,CEFRJ_1_5
EN-B2-01045,B2,53,grip,verb,꽉 잡다; 이해하다,CEFRJ_1_5
EN-B2-01046,B2,53,gross,adjective,총체의; 역겨운,CEFRJ_1_5
EN-B2-01047,B2,53,growing,adjective,성장하는; 커지는,CEFRJ_1_5
EN-B2-01048,B2,53,grown-up,adjective,성인의; 다 자란,CEFRJ_1_5
EN-B2-01049,B2,53,grown-up,noun,성인; 어른,CEFRJ_1_5
EN-B2-01050,B2,53,guarantee,verb,보장하다,CEFRJ_1_5
EN-B2-01051,B2,53,guard,verb,지키다; 보호하다,CEFRJ_1_5
EN-B2-01052,B2,53,guerrilla,noun,게릴라; 유격대원,CEFRJ_1_5
EN-B2-01053,B2,53,guideline,noun,지침; 가이드라인,CEFRJ_1_5
EN-B2-01054,B2,53,gulp,noun,꿀꺽 마심; 한 모금,CEFRJ_1_5
EN-B2-01055,B2,53,gum,noun,잇몸; 고무,CEFRJ_1_5
EN-B2-01056,B2,53,gunshot,noun,총성,CEFRJ_1_5
EN-B2-01057,B2,53,guts,noun,배짱; 용기,CEFRJ_1_5
EN-B2-01058,B2,53,gymnastic,adjective,체조의,CEFRJ_1_5
EN-B2-01059,B2,53,habitant,noun,거주자,CEFRJ_1_5
EN-B2-01060,B2,53,hail,verb,환호하며 맞이하다; 묘사하다,CEFRJ_1_5
EN-B2-01061,B2,54,hairy,adjective,털이 많은,CEFRJ_1_5
EN-B2-01062,B2,54,hammer,verb,망치로 치다; 맹렬히 공격하다,CEFRJ_1_5
EN-B2-01063,B2,54,handicap,noun,장애; 불리한 조건,CEFRJ_1_5
EN-B2-01064,B2,54,handicraft,noun,수공예품,CEFRJ_1_5
EN-B2-01065,B2,54,handout,noun,유인물; 배포 자료,CEFRJ_1_5
EN-B2-01066,B2,54,handrail,noun,난간,CEFRJ_1_5
EN-B2-01067,B2,54,hang,noun,걸기; 매달기,CEFRJ_1_5
EN-B2-01068,B2,54,hard drive,noun,하드 드라이브,CEFRJ_1_5
EN-B2-01069,B2,54,hardware,noun,하드웨어; 장비,CEFRJ_1_5
EN-B2-01070,B2,54,harm,noun,해; 손상,CEFRJ_1_5
EN-B2-01071,B2,54,harmless,adjective,해롭지 않은,CEFRJ_1_5
EN-B2-01072,B2,54,harrow,noun,써레; 흙을 고르는 도구,CEFRJ_1_5
EN-B2-01073,B2,54,haste,noun,서두름; 급함,CEFRJ_1_5
EN-B2-01074,B2,54,hastily,adverb,급히; 서둘러,CEFRJ_1_5
EN-B2-01075,B2,54,hatching,noun,부화; 해칭,CEFRJ_1_5
EN-B2-01076,B2,54,haunt,verb,자주 나타나다; 괴롭히다,CEFRJ_1_5
EN-B2-01077,B2,54,haunting,adjective,잊히지 않는; 마음을 사로잡는,CEFRJ_1_5
EN-B2-01078,B2,54,hay,noun,건초,CEFRJ_1_5
EN-B2-01079,B2,54,hazardous,adjective,위험한,CEFRJ_1_5
EN-B2-01080,B2,54,headquarters,noun,본부,CEFRJ_1_5
EN-B2-01081,B2,55,health care,noun,의료 서비스,CEFRJ_1_5
EN-B2-01082,B2,55,heap,noun,더미; 무더기,CEFRJ_1_5
EN-B2-01083,B2,55,heap,verb,쌓아 올리다; 많이 주다,CEFRJ_1_5
EN-B2-01084,B2,55,heartbreaking,adjective,비통한; 가슴 아픈,CEFRJ_1_5
EN-B2-01085,B2,55,heartwarming/heart-warming,adjective,마음이 따뜻해지는,CEFRJ_1_5
EN-B2-01086,B2,55,hedge,noun,울타리; 산울타리,CEFRJ_1_5
EN-B2-01087,B2,55,helicopter,noun,헬리콥터,CEFRJ_1_5
EN-B2-01088,B2,55,hell,noun,지옥; 끔찍한 상황,CEFRJ_1_5
EN-B2-01089,B2,55,helper,noun,도우미; 조력자,CEFRJ_1_5
EN-B2-01090,B2,55,hemp,noun,대마,CEFRJ_1_5
EN-B2-01091,B2,55,herb,noun,허브; 약초,CEFRJ_1_5
EN-B2-01092,B2,55,heritage,noun,유산,CEFRJ_1_5
EN-B2-01093,B2,55,hesitation,noun,주저; 망설임,CEFRJ_1_5
EN-B2-01094,B2,55,highlight,noun,하이라이트; 가장 중요한 부분,CEFRJ_1_5
EN-B2-01095,B2,55,high-tech/hi-tech,adjective,첨단 기술의,CEFRJ_1_5
EN-B2-01096,B2,55,hijack,noun,납치; 강탈,CEFRJ_1_5
EN-B2-01097,B2,55,hijack,verb,납치하다; 강탈하다,CEFRJ_1_5
EN-B2-01098,B2,55,hilarious,adjective,아주 우스운,CEFRJ_1_5
EN-B2-01099,B2,55,hint,noun,힌트; 암시,CEFRJ_1_5
EN-B2-01100,B2,55,holder,noun,보유자; 받침대,CEFRJ_1_5
EN-B2-01101,B2,56,hollow,adjective,속이 빈; 공허한,CEFRJ_1_5
EN-B2-01102,B2,56,holocaust,noun,대학살,CEFRJ_1_5
EN-B2-01103,B2,56,homeward,adjective,집으로 향하는,CEFRJ_1_5
EN-B2-01104,B2,56,hone,noun,숫돌,CEFRJ_1_5
EN-B2-01105,B2,56,honor/honour,verb,존경하다; 예우하다,CEFRJ_1_5
EN-B2-01106,B2,56,honorable/honourable,adjective,존경할 만한; 명예로운,CEFRJ_1_5
EN-B2-01107,B2,56,hood,noun,후드; 덮개,CEFRJ_1_5
EN-B2-01108,B2,56,hook,noun,갈고리; 낚싯바늘,CEFRJ_1_5
EN-B2-01109,B2,56,hook,verb,갈고리로 걸다; 낚다,CEFRJ_1_5
EN-B2-01110,B2,56,hospice,noun,호스피스,CEFRJ_1_5
EN-B2-01111,B2,56,hospitable,adjective,환대하는; 친절한,CEFRJ_1_5
EN-B2-01112,B2,56,hospitality,noun,환대; 후한 대접,CEFRJ_1_5
EN-B2-01113,B2,56,hospitalize/hospitalise,verb,입원시키다,CEFRJ_1_5
EN-B2-01114,B2,56,hourly,adjective,매시간의,CEFRJ_1_5
EN-B2-01115,B2,56,housekeeper,noun,가정부,CEFRJ_1_5
EN-B2-01116,B2,56,housemaster,noun,기숙사 사감,CEFRJ_1_5
EN-B2-01117,B2,56,housewife,noun,주부,CEFRJ_1_5
EN-B2-01118,B2,56,hover,verb,맴돌다; 떠다니다,CEFRJ_1_5
EN-B2-01119,B2,56,hug,noun,포옹,CEFRJ_1_5
EN-B2-01120,B2,56,hugely,adverb,거대하게; 매우,CEFRJ_1_5
EN-B2-01121,B2,57,human rights,noun,인권,CEFRJ_1_5
EN-B2-01122,B2,57,humane,adjective,인도적인,CEFRJ_1_5
EN-B2-01123,B2,57,humanist,noun,인본주의자,CEFRJ_1_5
EN-B2-01124,B2,57,humanize/humanise,verb,인간화하다,CEFRJ_1_5
EN-B2-01125,B2,57,humble,adjective,겸손한; 비천한,CEFRJ_1_5
EN-B2-01126,B2,57,humbug,noun,사기; 헛소리,CEFRJ_1_5
EN-B2-01127,B2,57,humiliate,verb,굴욕감을 주다,CEFRJ_1_5
EN-B2-01128,B2,57,humiliating,adjective,굴욕적인,CEFRJ_1_5
EN-B2-01129,B2,57,humiliation,noun,굴욕; 창피,CEFRJ_1_5
EN-B2-01130,B2,57,hunting,noun,사냥,CEFRJ_1_5
EN-B2-01131,B2,57,hush,verb,조용히 하게 하다; 입 다물게 하다,CEFRJ_1_5
EN-B2-01132,B2,57,hybrid,adjective,하이브리드의; 혼합의,CEFRJ_1_5
EN-B2-01133,B2,57,hygiene,noun,위생,CEFRJ_1_5
EN-B2-01134,B2,57,hyperbole,noun,과장법,CEFRJ_1_5
EN-B2-01135,B2,57,hyphen,noun,하이픈,CEFRJ_1_5
EN-B2-01136,B2,57,iceman,noun,얼음 장수,CEFRJ_1_5
EN-B2-01137,B2,57,icon,noun,아이콘; 우상,CEFRJ_1_5
EN-B2-01138,B2,57,icy,adjective,얼음 같은; 아주 추운,CEFRJ_1_5
EN-B2-01139,B2,57,ideally,adverb,이상적으로,CEFRJ_1_5
EN-B2-01140,B2,57,identical,adjective,동일한,CEFRJ_1_5
EN-B2-01141,B2,58,identification,noun,신원 확인; 식별,CEFRJ_1_5
EN-B2-01142,B2,58,identify,verb,확인하다; 식별하다,CEFRJ_1_5
EN-B2-01143,B2,58,ideology,noun,이데올로기; 이념,CEFRJ_1_5
EN-B2-01144,B2,58,idiot,noun,바보,CEFRJ_1_5
EN-B2-01145,B2,58,idle,adjective,게으른; 빈둥거리는,CEFRJ_1_5
EN-B2-01146,B2,58,idolize/idolise,verb,우상화하다,CEFRJ_1_5
EN-B2-01147,B2,58,ignorance,noun,무지,CEFRJ_1_5
EN-B2-01148,B2,58,ignorant,adjective,무지한,CEFRJ_1_5
EN-B2-01149,B2,58,illustrate,verb,설명하다; 삽화를 넣다,CEFRJ_1_5
EN-B2-01150,B2,58,illustration,noun,삽화; 예시,CEFRJ_1_5
EN-B2-01151,B2,58,imagery,noun,심상; 이미지,CEFRJ_1_5
EN-B2-01152,B2,58,imitation,noun,모방; 모조품,CEFRJ_1_5
EN-B2-01153,B2,58,immerse,verb,담그다; 몰입하게 하다,CEFRJ_1_5
EN-B2-01154,B2,58,immigrant,noun,이민자,CEFRJ_1_5
EN-B2-01155,B2,58,immoral,adjective,부도덕한,CEFRJ_1_5
EN-B2-01156,B2,58,immortal,adjective,불멸의,CEFRJ_1_5
EN-B2-01157,B2,58,immortality,noun,불멸,CEFRJ_1_5
EN-B2-01158,B2,58,impartial,adjective,공정한; 치우치지 않는,CEFRJ_1_5
EN-B2-01159,B2,58,impatiently,adverb,조급하게,CEFRJ_1_5
EN-B2-01160,B2,58,imperative,noun,필수적인 것; 명령법,CEFRJ_1_5
EN-B2-01161,B2,59,impermanent,adjective,일시적인; 영구적이지 않은,CEFRJ_1_5
EN-B2-01162,B2,59,implement,noun,도구; 기구,CEFRJ_1_5
EN-B2-01163,B2,59,implement,verb,시행하다; 이행하다,CEFRJ_1_5
EN-B2-01164,B2,59,implication,noun,함축; 영향,CEFRJ_1_5
EN-B2-01165,B2,59,imply,verb,함축하다; 암시하다,CEFRJ_1_5
EN-B2-01166,B2,59,impolite,adjective,무례한,CEFRJ_1_5
EN-B2-01167,B2,59,impolitely,adverb,무례하게,CEFRJ_1_5
EN-B2-01168,B2,59,import,verb,수입하다,CEFRJ_1_5
EN-B2-01169,B2,59,impose,verb,부과하다; 강요하다,CEFRJ_1_5
EN-B2-01170,B2,59,impossibility,noun,불가능,CEFRJ_1_5
EN-B2-01171,B2,59,impractical,adjective,비실용적인,CEFRJ_1_5
EN-B2-01172,B2,59,impressed,adjective,인상 깊게 생각하는,CEFRJ_1_5
EN-B2-01173,B2,59,impressionism,noun,인상주의,CEFRJ_1_5
EN-B2-01174,B2,59,impressionist,noun,인상주의자,CEFRJ_1_5
EN-B2-01175,B2,59,imprison,verb,투옥하다; 감금하다,CEFRJ_1_5
EN-B2-01176,B2,59,imprisonment,noun,투옥; 감금,CEFRJ_1_5
EN-B2-01177,B2,59,improbable,adjective,있을 법하지 않은,CEFRJ_1_5
EN-B2-01178,B2,59,improperly,adverb,부적절하게,CEFRJ_1_5
EN-B2-01179,B2,59,improved,adjective,개선된; 향상된,CEFRJ_1_5
EN-B2-01180,B2,59,impulse,noun,충동; 자극,CEFRJ_1_5
EN-B2-01181,B2,60,impulsive,adjective,충동적인,CEFRJ_1_5
EN-B2-01182,B2,60,inaccurate,adjective,부정확한,CEFRJ_1_5
EN-B2-01183,B2,60,inadequate,adjective,부적절한; 불충분한,CEFRJ_1_5
EN-B2-01184,B2,60,inanimate,adjective,무생물의; 활기 없는,CEFRJ_1_5
EN-B2-01185,B2,60,inborn,adjective,타고난,CEFRJ_1_5
EN-B2-01186,B2,60,incense,noun,향; 향료,CEFRJ_1_5
EN-B2-01187,B2,60,incentive,noun,장려책; 동기,CEFRJ_1_5
EN-B2-01188,B2,60,inch,verb,조금씩 움직이다,CEFRJ_1_5
EN-B2-01189,B2,60,incur,verb,초래하다; (비용을) 물게 되다,CEFRJ_1_5
EN-B2-01190,B2,60,incurable,adjective,치료 불가능한,CEFRJ_1_5
EN-B2-01191,B2,60,indebted,adjective,은혜를 입은; 빚을 진,CEFRJ_1_5
EN-B2-01192,B2,60,indent,verb,들어가게 하다; 들여쓰기하다,CEFRJ_1_5
EN-B2-01193,B2,60,independently,adverb,독립적으로,CEFRJ_1_5
EN-B2-01194,B2,60,indescribable,adjective,형언할 수 없는,CEFRJ_1_5
EN-B2-01195,B2,60,index,noun,색인; 지표,CEFRJ_1_5
EN-B2-01196,B2,60,indifferent,adjective,무관심한,CEFRJ_1_5
EN-B2-01197,B2,60,indignity,noun,모욕; 수모,CEFRJ_1_5
EN-B2-01198,B2,60,indispensable,adjective,필수불가결한,CEFRJ_1_5
EN-B2-01199,B2,60,individual,noun,개인,CEFRJ_1_5
EN-B2-01200,B2,60,indulge,verb,마음껏 하다; 탐닉하다,CEFRJ_1_5
EN-B2-01201,B2,61,indulgent,adjective,너그러운; 제멋대로 하게 하는,CEFRJ_1_5
EN-B2-01202,B2,61,industrialize/industrialise,verb,산업화하다,CEFRJ_1_5
EN-B2-01203,B2,61,ineffective,adjective,효과 없는,CEFRJ_1_5
EN-B2-01204,B2,61,inert,adjective,둔한; 활발하지 못한,CEFRJ_1_5
EN-B2-01205,B2,61,inexperienced,adjective,경험이 부족한,CEFRJ_1_5
EN-B2-01206,B2,61,infant,noun,유아,CEFRJ_1_5
EN-B2-01207,B2,61,infect,verb,감염시키다,CEFRJ_1_5
EN-B2-01208,B2,61,infected,adjective,감염된,CEFRJ_1_5
EN-B2-01209,B2,61,infectious,adjective,전염성의,CEFRJ_1_5
EN-B2-01210,B2,61,infer,verb,추론하다,CEFRJ_1_5
EN-B2-01211,B2,61,inference,noun,추론,CEFRJ_1_5
EN-B2-01212,B2,61,inflammation,noun,염증,CEFRJ_1_5
EN-B2-01213,B2,61,inflammatory,adjective,염증의; 선동적인,CEFRJ_1_5
EN-B2-01214,B2,61,inflate,verb,부풀리다; 팽창시키다,CEFRJ_1_5
EN-B2-01215,B2,61,inflation,noun,인플레이션; 팽창,CEFRJ_1_5
EN-B2-01216,B2,61,influence,verb,영향을 주다,CEFRJ_1_5
EN-B2-01217,B2,61,influential,adjective,영향력 있는,CEFRJ_1_5
EN-B2-01218,B2,61,influenza,noun,독감,CEFRJ_1_5
EN-B2-01219,B2,61,informal,adjective,비격식의,CEFRJ_1_5
EN-B2-01220,B2,61,infringe,verb,위반하다; 침해하다,CEFRJ_1_5
EN-B2-01221,B2,62,infringement,noun,위반; 침해,CEFRJ_1_5
EN-B2-01222,B2,62,inhabit,verb,서식하다; 거주하다,CEFRJ_1_5
EN-B2-01223,B2,62,inherit,verb,상속받다; 물려받다,CEFRJ_1_5
EN-B2-01224,B2,62,initial,adjective,처음의; 초기의,CEFRJ_1_5
EN-B2-01225,B2,62,initiative,noun,계획; 주도권,CEFRJ_1_5
EN-B2-01226,B2,62,injection,noun,주사,CEFRJ_1_5
EN-B2-01227,B2,62,injured,adjective,부상당한,CEFRJ_1_5
EN-B2-01228,B2,62,innate,adjective,타고난,CEFRJ_1_5
EN-B2-01229,B2,62,innocently,adverb,순진하게,CEFRJ_1_5
EN-B2-01230,B2,62,innovation,noun,혁신,CEFRJ_1_5
EN-B2-01231,B2,62,innovative,adjective,혁신적인,CEFRJ_1_5
EN-B2-01232,B2,62,input,noun,입력; 조언,CEFRJ_1_5
EN-B2-01233,B2,62,inquire/enquire,verb,문의하다,CEFRJ_1_5
EN-B2-01234,B2,62,inseparable,adjective,불가분의,CEFRJ_1_5
EN-B2-01235,B2,62,inside,adjective,내부의,CEFRJ_1_5
EN-B2-01236,B2,62,inside,noun,내부,CEFRJ_1_5
EN-B2-01237,B2,62,inspect,verb,점검하다; 사찰하다,CEFRJ_1_5
EN-B2-01238,B2,62,inspector,noun,점검자; 조사관,CEFRJ_1_5
EN-B2-01239,B2,62,inspirational,adjective,영감을 주는,CEFRJ_1_5
EN-B2-01240,B2,62,instantly,adverb,즉시,CEFRJ_1_5
EN-B2-01241,B2,63,instill/instil,verb,스며들게 하다; 주입하다,CEFRJ_1_5
EN-B2-01242,B2,63,instinct,noun,본능,CEFRJ_1_5
EN-B2-01243,B2,63,institution,noun,기관; 제도,CEFRJ_1_5
EN-B2-01244,B2,63,instruct,verb,지시하다; 가르치다,CEFRJ_1_5
EN-B2-01245,B2,63,insufficient,adjective,불충분한,CEFRJ_1_5
EN-B2-01246,B2,63,insult,noun,모욕,CEFRJ_1_5
EN-B2-01247,B2,63,insult,verb,모욕하다,CEFRJ_1_5
EN-B2-01248,B2,63,integrate,verb,통합하다,CEFRJ_1_5
EN-B2-01249,B2,63,intellectual,adjective,지적인,CEFRJ_1_5
EN-B2-01250,B2,63,intellectual,noun,지식인,CEFRJ_1_5
EN-B2-01251,B2,63,intent,adjective,열중하는; 결심한,CEFRJ_1_5
EN-B2-01252,B2,63,interactive,adjective,상호작용하는,CEFRJ_1_5
EN-B2-01253,B2,63,interfere,verb,방해하다; 간섭하다,CEFRJ_1_5
EN-B2-01254,B2,63,interior,noun,내부,CEFRJ_1_5
EN-B2-01255,B2,63,interpersonal,adjective,대인 관계의,CEFRJ_1_5
EN-B2-01256,B2,63,interpret,verb,해석하다; 통역하다,CEFRJ_1_5
EN-B2-01257,B2,63,interpretation,noun,해석; 통역,CEFRJ_1_5
EN-B2-01258,B2,63,interpreter,noun,통역사,CEFRJ_1_5
EN-B2-01259,B2,63,interruption,noun,중단; 방해,CEFRJ_1_5
EN-B2-01260,B2,63,intersection,noun,교차로,CEFRJ_1_5
EN-B2-01261,B2,64,intimate,adjective,친밀한,CEFRJ_1_5
EN-B2-01262,B2,64,intransitive,adjective,자동사의,CEFRJ_1_5
EN-B2-01263,B2,64,intravenous,adjective,정맥 내의,CEFRJ_1_5
EN-B2-01264,B2,64,intrude,verb,침범하다; 방해하다,CEFRJ_1_5
EN-B2-01265,B2,64,intruder,noun,침입자,CEFRJ_1_5
EN-B2-01266,B2,64,intrusion,noun,침입; 방해,CEFRJ_1_5
EN-B2-01267,B2,64,invariable,adjective,변하지 않는,CEFRJ_1_5
EN-B2-01268,B2,64,invariably,adverb,변함없이,CEFRJ_1_5
EN-B2-01269,B2,64,inventor,noun,발명가,CEFRJ_1_5
EN-B2-01270,B2,64,inverted commas,noun,따옴표,CEFRJ_1_5
EN-B2-01271,B2,64,investigate,verb,조사하다,CEFRJ_1_5
EN-B2-01272,B2,64,investigator,noun,조사관,CEFRJ_1_5
EN-B2-01273,B2,64,investment,noun,투자,CEFRJ_1_5
